Year,Conference,Division,Team,Stadium,Lat,Long,Logo
1997,NFC,NFC West,St. Louis Rams,Trans World Dome,38.632778,-90.188611,https://sportslogohistory.com/wp-content/uploads/2017/12/st_louis_rams_1995-1999.png
1997,NFC,NFC West,Atlanta Falcons,Georgia Dome,33.758,-84.401,https://sportslogohistory.com/wp-content/uploads/2017/12/atlanta_falcons_1990-2002.png
1997,NFC,NFC West,New Orleans Saints,Mercedes-Benz Superdome,29.950833,-90.081111,https://sportslogohistory.com/wp-content/uploads/2017/12/new_orleans_saints_1967-1999.png
1997,NFC,NFC West,Carolina Panthers,Bank of America Stadium,35.225833,-80.852778,https://sportslogohistory.com/wp-content/uploads/2017/12/carolina_panthers_1995-2011.png
1998,AFC,AFC East,Indianapolis Colts,Hoosier Dome,39.763658,-86.163319,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png
1998,AFC,AFC East,Miami Dolphins,Hard Rock Stadium,25.958056,-80.238889,https://sportslogohistory.com/wp-content/uploads/2017/12/miami_dolphins_1997-2012.png
1998,AFC,AFC East,New York Jets,Giants Stadium,40.812222,-74.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_jets_1998-pres.png
1998,AFC,AFC East,Buffalo Bills,Bills Stadium,42.774,-78.787,https://sportslogohistory.com/wp-content/uploads/2017/12/buffalo_bills_1974-pres.png
1998,AFC,AFC East,New England Patriots,Foxboro Stadium,42.0927,-71.267442,https://sportslogohistory.com/wp-content/uploads/2018/02/new_england_patriots_1993-1999.png
1998,AFC,AFC Central,Cincinnati Bengals,Riverfront Stadium,39.096667,-84.508333,https://sportslogohistory.com/wp-content/uploads/2017/12/cincinnati_bengals_1997-2003.png
1998,AFC,AFC Central,Baltimore Ravens,Memorial Stadium,39.329444,-76.601389,https://sportslogohistory.com/wp-content/uploads/2017/12/baltimore_ravens_1996-1998.png
1998,AFC,AFC Central,Pittsburgh Steelers,Three Rivers Stadium,40.446667,-80.012778,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/pittsburgh_steelers.png
1998,AFC,AFC Central,Tennessee Oilers,Vanderbilt Stadium,36.144167,-86.808889,https://sportslogohistory.com/wp-content/uploads/2017/12/tennessee_oilers_1997-1998.png
1998,AFC,AFC Central,Jacksonville Jaguars,Jacksonville Municipal Stadium,30.323889,-81.6375,https://static.wikia.nocookie.net/logopedia/images/b/b4/Jacksonville_Jaguars_logo_%281995-2013%29.svg/revision/latest/scale-to-width-down/200?cb=20130923230836
1998,AFC,AFC West,Oakland Raiders,Oakland–Alameda County Coliseum,37.751667,-121.200556,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/oakland_raiders.png
1998,AFC,AFC West,Kansas City Chiefs,Arrowhead Stadium,39.048889,-94.483889,https://sportslogohistory.com/wp-content/uploads/2018/04/kansas_city_chiefs_1972-pres.png
1998,AFC,AFC West,San Diego Chargers,San Diego Stadium,32.783056,-117.119444,https://sportslogohistory.com/wp-content/uploads/2017/12/san_diego_chargers_1988-2001.png
1998,AFC,AFC West,Denver Broncos,Mile High Stadium,39.746111,-105.02166,https://sportslogohistory.com/wp-content/uploads/2017/12/denver_broncos_1997-pres.png
1998,AFC,AFC West,Seattle Seahawks,Kingdome,47.595278,-122.331389,https://static.wikia.nocookie.net/logopedia/images/b/ba/995.svg/revision/latest/scale-to-width-down/200?cb=20181221031825
1998,NFC,NFC East,Dallas Cowboys,Texas Stadium,32.84,-96.911,https://sportslogohistory.com/wp-content/uploads/2017/12/dallas_cowboys_1964-pres.png
1998,NFC,NFC East,New York Giants,Giants Stadium,39.812222,-73.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_giants_1976-1999.png
1998,NFC,NFC East,Arizona Cardinals,Sun Devil Stadium,33.426389,-111.9325,https://sportslogohistory.com/wp-content/uploads/2017/12/arizona_cardinals_1994-2004.png
1998,NFC,NFC East,Washington Redskins,FedExField,37.907778,-76.864444,https://sportslogohistory.com/wp-content/uploads/2017/12/washington_redskins_1983-pres.png
1998,NFC,NFC East,Philadelphia Eagles,Veterans Stadium,39.906667,-75.171111,https://sportslogohistory.com/wp-content/uploads/2017/12/philadelphia_eagles_1996-pres.png
1998,NFC,NFC Central,Minnesota Vikings,Hubert H. Humphrey Metrodome,44.973889,-93.258056,https://sportslogohistory.com/wp-content/uploads/2020/09/minnesota_vikings_1997-2001.png
1998,NFC,NFC Central,Detroit Lions,Tiger Stadium,42.331944,-83.068889,https://sportslogohistory.com/wp-content/uploads/2017/12/detroit_lions_1970-2002.png
1998,NFC,NFC Central,Green Bay Packers,Lambeau Field,44.501389,-88.062222,https://sportslogohistory.com/wp-content/uploads/2017/12/green_bay_packers_1980-pres.png
1998,NFC,NFC Central,Chicago Bears,Soldier Field,41.8623,-87.6167,https://sportslogohistory.com/wp-content/uploads/2017/12/chicago_bears_1974-pres.png
1998,NFC,NFC Central,Tampa Bay Buccaneers,Raymond James Stadium,27.975833,-82.503333,https://sportslogohistory.com/wp-content/uploads/2017/12/tampa_bay_buccaneers_1997-2013.png
1998,NFC,NFC West,San Francisco 49ers,Candlestick Park,37.713611,-123.386111,https://sportslogohistory.com/wp-content/uploads/2017/12/san_francisco_49ers_1996-2008.png
1998,NFC,NFC West,St. Louis Rams,Trans World Dome,38.632778,-90.188611,https://sportslogohistory.com/wp-content/uploads/2017/12/st_louis_rams_1995-1999.png
1998,NFC,NFC West,Atlanta Falcons,Georgia Dome,33.758,-84.401,https://sportslogohistory.com/wp-content/uploads/2017/12/atlanta_falcons_1990-2002.png
1998,NFC,NFC West,New Orleans Saints,Mercedes-Benz Superdome,29.950833,-90.081111,https://sportslogohistory.com/wp-content/uploads/2017/12/new_orleans_saints_1967-1999.png
1998,NFC,NFC West,Carolina Panthers,Bank of America Stadium,35.225833,-80.852778,https://sportslogohistory.com/wp-content/uploads/2017/12/carolina_panthers_1995-2011.png
1999,AFC,AFC East,Indianapolis Colts,Hoosier Dome,39.763658,-86.163319,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png
1999,AFC,AFC East,Miami Dolphins,Hard Rock Stadium,25.958056,-80.238889,https://sportslogohistory.com/wp-content/uploads/2017/12/miami_dolphins_1997-2012.png
1999,AFC,AFC East,New York Jets,Giants Stadium,40.812222,-74.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_jets_1998-pres.png
1999,AFC,AFC East,Buffalo Bills,Bills Stadium,42.774,-78.787,https://sportslogohistory.com/wp-content/uploads/2017/12/buffalo_bills_1974-pres.png
1999,AFC,AFC East,New England Patriots,Foxboro Stadium,42.0927,-71.267442,https://sportslogohistory.com/wp-content/uploads/2018/02/new_england_patriots_1993-1999.png
1999,AFC,AFC Central,Cincinnati Bengals,Riverfront Stadium,39.096667,-84.508333,https://sportslogohistory.com/wp-content/uploads/2017/12/cincinnati_bengals_1997-2003.png
1999,AFC,AFC Central,Baltimore Ravens,Memorial Stadium,39.329444,-76.601389,https://sportslogohistory.com/wp-content/uploads/2017/12/baltimore_ravens_1999-pres.png
1999,AFC,AFC Central,Pittsburgh Steelers,Three Rivers Stadium,40.446667,-80.012778,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/pittsburgh_steelers.png
1999,AFC,AFC Central,Tennessee Titans,Nissan Stadium,36.166389,-86.771389,https://sportslogohistory.com/wp-content/uploads/2017/12/tennessee_titans_1999-pres.png
1999,AFC,AFC Central,Jacksonville Jaguars,Jacksonville Municipal Stadium,30.323889,-81.6375,https://static.wikia.nocookie.net/logopedia/images/b/b4/Jacksonville_Jaguars_logo_%281995-2013%29.svg/revision/latest/scale-to-width-down/200?cb=20130923230836
1999,AFC,AFC Central,Cleveland Browns,FirstEnergy Stadium,41.506111,-81.699444,https://sportslogohistory.com/wp-content/uploads/2017/12/cleveland_browns_2015-pres.png
1999,AFC,AFC West,Oakland Raiders,Oakland–Alameda County Coliseum,37.751667,-121.200556,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/oakland_raiders.png
1999,AFC,AFC West,Kansas City Chiefs,Arrowhead Stadium,39.048889,-94.483889,https://sportslogohistory.com/wp-content/uploads/2018/04/kansas_city_chiefs_1972-pres.png
1999,AFC,AFC West,San Diego Chargers,San Diego Stadium,32.783056,-117.119444,https://sportslogohistory.com/wp-content/uploads/2017/12/san_diego_chargers_1988-2001.png
1999,AFC,AFC West,Denver Broncos,Mile High Stadium,39.746111,-105.02166,https://sportslogohistory.com/wp-content/uploads/2017/12/denver_broncos_1997-pres.png
1999,AFC,AFC West,Seattle Seahawks,Kingdome,47.595278,-122.331389,https://static.wikia.nocookie.net/logopedia/images/b/ba/995.svg/revision/latest/scale-to-width-down/200?cb=20181221031825
1999,NFC,NFC East,Dallas Cowboys,Texas Stadium,32.84,-96.911,https://sportslogohistory.com/wp-content/uploads/2017/12/dallas_cowboys_1964-pres.png
1999,NFC,NFC East,New York Giants,Giants Stadium,39.812222,-73.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_giants_1976-1999.png
1999,NFC,NFC East,Arizona Cardinals,Sun Devil Stadium,33.426389,-111.9325,https://sportslogohistory.com/wp-content/uploads/2017/12/arizona_cardinals_1994-2004.png
1999,NFC,NFC East,Washington Redskins,FedExField,37.907778,-76.864444,https://sportslogohistory.com/wp-content/uploads/2017/12/washington_redskins_1983-pres.png
1999,NFC,NFC East,Philadelphia Eagles,Veterans Stadium,39.906667,-75.171111,https://sportslogohistory.com/wp-content/uploads/2017/12/philadelphia_eagles_1996-pres.png
1999,NFC,NFC Central,Minnesota Vikings,Hubert H. Humphrey Metrodome,44.973889,-93.258056,https://sportslogohistory.com/wp-content/uploads/2020/09/minnesota_vikings_1997-2001.png
1999,NFC,NFC Central,Detroit Lions,Tiger Stadium,42.331944,-83.068889,https://sportslogohistory.com/wp-content/uploads/2017/12/detroit_lions_1970-2002.png
1999,NFC,NFC Central,Green Bay Packers,Lambeau Field,44.501389,-88.062222,https://sportslogohistory.com/wp-content/uploads/2017/12/green_bay_packers_1980-pres.png
1999,NFC,NFC Central,Chicago Bears,Soldier Field,41.8623,-87.6167,https://sportslogohistory.com/wp-content/uploads/2017/12/chicago_bears_1974-pres.png
1999,NFC,NFC Central,Tampa Bay Buccaneers,Raymond James Stadium,27.975833,-82.503333,https://sportslogohistory.com/wp-content/uploads/2017/12/tampa_bay_buccaneers_1997-2013.png
1999,NFC,NFC West,San Francisco 49ers,Candlestick Park,37.713611,-123.386111,https://sportslogohistory.com/wp-content/uploads/2017/12/san_francisco_49ers_1996-2008.png
1999,NFC,NFC West,St. Louis Rams,Trans World Dome,38.632778,-90.188611,https://sportslogohistory.com/wp-content/uploads/2017/12/st_louis_rams_1995-1999.png
1999,NFC,NFC West,Atlanta Falcons,Georgia Dome,33.758,-84.401,https://sportslogohistory.com/wp-content/uploads/2017/12/atlanta_falcons_1990-2002.png
1999,NFC,NFC West,New Orleans Saints,Mercedes-Benz Superdome,29.950833,-90.081111,https://sportslogohistory.com/wp-content/uploads/2017/12/new_orleans_saints_1967-1999.png
1999,NFC,NFC West,Carolina Panthers,Bank of America Stadium,35.225833,-80.852778,https://sportslogohistory.com/wp-content/uploads/2017/12/carolina_panthers_1995-2011.png
2000,AFC,AFC East,Miami Dolphins,Hard Rock Stadium,25.958056,-80.238889,https://sportslogohistory.com/wp-content/uploads/2017/12/miami_dolphins_1997-2012.png
2000,AFC,AFC East,New York Jets,Giants Stadium,40.812222,-74.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_jets_1998-pres.png
2000,AFC,AFC East,Buffalo Bills,Bills Stadium,42.774,-78.787,https://sportslogohistory.com/wp-content/uploads/2017/12/buffalo_bills_1974-pres.png
2000,AFC,AFC East,New England Patriots,Foxboro Stadium,42.0927,-71.267442,https://sportslogohistory.com/wp-content/uploads/2018/02/new_england_patriots_2000-pres.png
2000,AFC,AFC North,Cincinnati Bengals,Paul Brown Stadium,39.095,-84.516,https://sportslogohistory.com/wp-content/uploads/2017/12/cincinnati_bengals_1997-2003.png
2000,AFC,AFC North,Baltimore Ravens,Memorial Stadium,39.329444,-76.601389,https://sportslogohistory.com/wp-content/uploads/2017/12/baltimore_ravens_1999-pres.png
2000,AFC,AFC North,Pittsburgh Steelers,Three Rivers Stadium,40.446667,-80.012778,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/pittsburgh_steelers.png
2000,AFC,AFC North,Cleveland Browns,FirstEnergy Stadium,41.506111,-81.699444,https://sportslogohistory.com/wp-content/uploads/2017/12/cleveland_browns_2015-pres.png
2000,AFC,AFC South,Houston Texans,Reliant Stadium,29.684722,-95.410833,https://static.wikia.nocookie.net/logopedia/images/2/28/Houston_Texans_logo.svg/revision/latest/scale-to-width-down/200?cb=20130406101446
2000,AFC,AFC South,Indianapolis Colts,Hoosier Dome,39.763658,-86.163319,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png
2000,AFC,AFC South,Tennessee Titans,Nissan Stadium,36.166389,-86.771389,https://sportslogohistory.com/wp-content/uploads/2017/12/tennessee_titans_1999-pres.png
2000,AFC,AFC South,Jacksonville Jaguars,Jacksonville Municipal Stadium,30.323889,-81.6375,https://static.wikia.nocookie.net/logopedia/images/b/b4/Jacksonville_Jaguars_logo_%281995-2013%29.svg/revision/latest/scale-to-width-down/200?cb=20130923230836
2000,AFC,AFC West,Oakland Raiders,Oakland–Alameda County Coliseum,37.751667,-121.200556,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/oakland_raiders.png
2000,AFC,AFC West,Kansas City Chiefs,Arrowhead Stadium,39.048889,-94.483889,https://sportslogohistory.com/wp-content/uploads/2018/04/kansas_city_chiefs_1972-pres.png
2000,AFC,AFC West,San Diego Chargers,San Diego Stadium,32.783056,-117.119444,https://sportslogohistory.com/wp-content/uploads/2017/12/san_diego_chargers_1988-2001.png
2000,AFC,AFC West,Denver Broncos,Mile High Stadium,39.746111,-105.02166,https://sportslogohistory.com/wp-content/uploads/2017/12/denver_broncos_1997-pres.png
2000,NFC,NFC East,Dallas Cowboys,Texas Stadium,32.84,-96.911,https://sportslogohistory.com/wp-content/uploads/2017/12/dallas_cowboys_1964-pres.png
2000,NFC,NFC East,New York Giants,Giants Stadium,39.812222,-73.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_giants_2000-pres.png
2000,NFC,NFC East,Washington Redskins,FedExField,37.907778,-76.864444,https://sportslogohistory.com/wp-content/uploads/2017/12/washington_redskins_1983-pres.png
2000,NFC,NFC East,Philadelphia Eagles,Veterans Stadium,39.906667,-75.171111,https://sportslogohistory.com/wp-content/uploads/2017/12/philadelphia_eagles_1996-pres.png
2000,NFC,NFC North,Minnesota Vikings,Hubert H. Humphrey Metrodome,44.973889,-93.258056,https://sportslogohistory.com/wp-content/uploads/2020/09/minnesota_vikings_1997-2001.png
2000,NFC,NFC North,Detroit Lions,Tiger Stadium,42.331944,-83.068889,https://sportslogohistory.com/wp-content/uploads/2017/12/detroit_lions_1970-2002.png
2000,NFC,NFC North,Green Bay Packers,Lambeau Field,44.501389,-88.062222,https://sportslogohistory.com/wp-content/uploads/2017/12/green_bay_packers_1980-pres.png
2000,NFC,NFC North,Chicago Bears,Soldier Field,41.8623,-87.6167,https://sportslogohistory.com/wp-content/uploads/2017/12/chicago_bears_1974-pres.png
2000,NFC,NFC South,Tampa Bay Buccaneers,Raymond James Stadium,27.975833,-82.503333,https://sportslogohistory.com/wp-content/uploads/2017/12/tampa_bay_buccaneers_1997-2013.png
2000,NFC,NFC South,Atlanta Falcons,Georgia Dome,33.758,-84.401,https://sportslogohistory.com/wp-content/uploads/2017/12/atlanta_falcons_1990-2002.png
2000,NFC,NFC South,New Orleans Saints,Mercedes-Benz Superdome,29.950833,-90.081111,https://sportslogohistory.com/wp-content/uploads/2018/04/new_orleans_saints_2000-2001.png
2000,NFC,NFC South,Carolina Panthers,Bank of America Stadium,35.225833,-80.852778,https://sportslogohistory.com/wp-content/uploads/2017/12/carolina_panthers_1995-2011.png
2000,NFC,NFC West,Seattle Seahawks,Husky Stadium,47.650278,-122.301667,https://static.wikia.nocookie.net/logopedia/images/b/ba/995.svg/revision/latest/scale-to-width-down/200?cb=20181221031825
2000,NFC,NFC West,Arizona Cardinals,Sun Devil Stadium,33.426389,-111.9325,https://sportslogohistory.com/wp-content/uploads/2017/12/arizona_cardinals_1994-2004.png
2000,NFC,NFC West,San Francisco 49ers,Candlestick Park,37.713611,-123.386111,https://sportslogohistory.com/wp-content/uploads/2017/12/san_francisco_49ers_1996-2008.png
2000,NFC,NFC West,St. Louis Rams,Trans World Dome,38.632778,-90.188611,https://sportslogohistory.com/wp-content/uploads/2017/12/st_louis_rams_2000-2015.png
2001,AFC,AFC East,Miami Dolphins,Hard Rock Stadium,25.958056,-80.238889,https://sportslogohistory.com/wp-content/uploads/2017/12/miami_dolphins_1997-2012.png
2001,AFC,AFC East,New York Jets,Giants Stadium,40.812222,-74.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_jets_1998-pres.png
2001,AFC,AFC East,Buffalo Bills,Bills Stadium,42.774,-78.787,https://sportslogohistory.com/wp-content/uploads/2017/12/buffalo_bills_1974-pres.png
2001,AFC,AFC East,New England Patriots,Foxboro Stadium,42.0927,-71.267442,https://sportslogohistory.com/wp-content/uploads/2018/02/new_england_patriots_2000-pres.png
2001,AFC,AFC North,Cincinnati Bengals,Paul Brown Stadium,39.095,-84.516,https://sportslogohistory.com/wp-content/uploads/2017/12/cincinnati_bengals_1997-2003.png
2001,AFC,AFC North,Baltimore Ravens,Memorial Stadium,39.329444,-76.601389,https://sportslogohistory.com/wp-content/uploads/2017/12/baltimore_ravens_1999-pres.png
2001,AFC,AFC North,Pittsburgh Steelers,Heinz Field,40.446667,-80.015833,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/pittsburgh_steelers.png
2001,AFC,AFC North,Cleveland Browns,FirstEnergy Stadium,41.506111,-81.699444,https://sportslogohistory.com/wp-content/uploads/2017/12/cleveland_browns_2015-pres.png
2001,AFC,AFC South,Houston Texans,Reliant Stadium,29.684722,-95.410833,https://static.wikia.nocookie.net/logopedia/images/2/28/Houston_Texans_logo.svg/revision/latest/scale-to-width-down/200?cb=20130406101446
2001,AFC,AFC South,Indianapolis Colts,Hoosier Dome,39.763658,-86.163319,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png
2001,AFC,AFC South,Tennessee Titans,Nissan Stadium,36.166389,-86.771389,https://sportslogohistory.com/wp-content/uploads/2017/12/tennessee_titans_1999-pres.png
2001,AFC,AFC South,Jacksonville Jaguars,Jacksonville Municipal Stadium,30.323889,-81.6375,https://static.wikia.nocookie.net/logopedia/images/b/b4/Jacksonville_Jaguars_logo_%281995-2013%29.svg/revision/latest/scale-to-width-down/200?cb=20130923230836
2001,AFC,AFC West,Oakland Raiders,Oakland–Alameda County Coliseum,37.751667,-121.200556,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/oakland_raiders.png
2001,AFC,AFC West,Kansas City Chiefs,Arrowhead Stadium,39.048889,-94.483889,https://sportslogohistory.com/wp-content/uploads/2018/04/kansas_city_chiefs_1972-pres.png
2001,AFC,AFC West,San Diego Chargers,San Diego Stadium,32.783056,-117.119444,https://sportslogohistory.com/wp-content/uploads/2017/12/san_diego_chargers_1988-2001.png
2001,AFC,AFC West,Denver Broncos,Broncos Stadium at Mile High,39.743889,-105.02,https://sportslogohistory.com/wp-content/uploads/2017/12/denver_broncos_1997-pres.png
2001,NFC,NFC East,Dallas Cowboys,Texas Stadium,32.84,-96.911,https://sportslogohistory.com/wp-content/uploads/2017/12/dallas_cowboys_1964-pres.png
2001,NFC,NFC East,New York Giants,Giants Stadium,39.812222,-73.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_giants_2000-pres.png
2001,NFC,NFC East,Washington Redskins,FedExField,37.907778,-76.864444,https://sportslogohistory.com/wp-content/uploads/2017/12/washington_redskins_1983-pres.png
2001,NFC,NFC East,Philadelphia Eagles,Veterans Stadium,39.906667,-75.171111,https://sportslogohistory.com/wp-content/uploads/2017/12/philadelphia_eagles_1996-pres.png
2001,NFC,NFC North,Minnesota Vikings,Hubert H. Humphrey Metrodome,44.973889,-93.258056,https://sportslogohistory.com/wp-content/uploads/2020/09/minnesota_vikings_1997-2001.png
2001,NFC,NFC North,Detroit Lions,Tiger Stadium,42.331944,-83.068889,https://sportslogohistory.com/wp-content/uploads/2017/12/detroit_lions_1970-2002.png
2001,NFC,NFC North,Green Bay Packers,Lambeau Field,44.501389,-88.062222,https://sportslogohistory.com/wp-content/uploads/2017/12/green_bay_packers_1980-pres.png
2001,NFC,NFC North,Chicago Bears,Soldier Field,41.8623,-87.6167,https://sportslogohistory.com/wp-content/uploads/2017/12/chicago_bears_1974-pres.png
2001,NFC,NFC South,Tampa Bay Buccaneers,Raymond James Stadium,27.975833,-82.503333,https://sportslogohistory.com/wp-content/uploads/2017/12/tampa_bay_buccaneers_1997-2013.png
2001,NFC,NFC South,Atlanta Falcons,Georgia Dome,33.758,-84.401,https://sportslogohistory.com/wp-content/uploads/2017/12/atlanta_falcons_1990-2002.png
2001,NFC,NFC South,New Orleans Saints,Mercedes-Benz Superdome,29.950833,-90.081111,https://sportslogohistory.com/wp-content/uploads/2018/04/new_orleans_saints_2000-2001.png
2001,NFC,NFC South,Carolina Panthers,Bank of America Stadium,35.225833,-80.852778,https://sportslogohistory.com/wp-content/uploads/2017/12/carolina_panthers_1995-2011.png
2001,NFC,NFC West,Seattle Seahawks,Husky Stadium,47.650278,-122.301667,https://static.wikia.nocookie.net/logopedia/images/b/ba/995.svg/revision/latest/scale-to-width-down/200?cb=20181221031825
2001,NFC,NFC West,Arizona Cardinals,Sun Devil Stadium,33.426389,-111.9325,https://sportslogohistory.com/wp-content/uploads/2017/12/arizona_cardinals_1994-2004.png
2001,NFC,NFC West,San Francisco 49ers,Candlestick Park,37.713611,-123.386111,https://sportslogohistory.com/wp-content/uploads/2017/12/san_francisco_49ers_1996-2008.png
2001,NFC,NFC West,St. Louis Rams,Trans World Dome,38.632778,-90.188611,https://sportslogohistory.com/wp-content/uploads/2017/12/st_louis_rams_2000-2015.png
2002,AFC,AFC East,Miami Dolphins,Hard Rock Stadium,25.958056,-80.238889,https://sportslogohistory.com/wp-content/uploads/2017/12/miami_dolphins_1997-2012.png
2002,AFC,AFC East,New York Jets,Giants Stadium,40.812222,-74.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_jets_1998-pres.png
2002,AFC,AFC East,Buffalo Bills,Bills Stadium,42.774,-78.787,https://sportslogohistory.com/wp-content/uploads/2017/12/buffalo_bills_1974-pres.png
2002,AFC,AFC East,New England Patriots,Gillette Stadium,42.091,-71.264,https://sportslogohistory.com/wp-content/uploads/2018/02/new_england_patriots_2000-pres.png
2002,AFC,AFC North,Cincinnati Bengals,Paul Brown Stadium,39.095,-84.516,https://sportslogohistory.com/wp-content/uploads/2017/12/cincinnati_bengals_1997-2003.png
2002,AFC,AFC North,Baltimore Ravens,Memorial Stadium,39.329444,-76.601389,https://sportslogohistory.com/wp-content/uploads/2017/12/baltimore_ravens_1999-pres.png
2002,AFC,AFC North,Pittsburgh Steelers,Heinz Field,40.446667,-80.015833,https://sportslogohistory.com/wp-content/uploads/2017/05/pittsburgh_steelers_2002-pres.png
2002,AFC,AFC North,Cleveland Browns,FirstEnergy Stadium,41.506111,-81.699444,https://sportslogohistory.com/wp-content/uploads/2017/12/cleveland_browns_2015-pres.png
2002,AFC,AFC South,Houston Texans,Reliant Stadium,29.684722,-95.410833,https://static.wikia.nocookie.net/logopedia/images/2/28/Houston_Texans_logo.svg/revision/latest/scale-to-width-down/200?cb=20130406101446
2002,AFC,AFC South,Indianapolis Colts,Hoosier Dome,39.763658,-86.163319,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Indianapolis_Colts_logo.svg/100px-Indianapolis_Colts_logo.svg.png
2002,AFC,AFC South,Tennessee Titans,Nissan Stadium,36.166389,-86.771389,https://sportslogohistory.com/wp-content/uploads/2017/12/tennessee_titans_1999-pres.png
2002,AFC,AFC South,Jacksonville Jaguars,Jacksonville Municipal Stadium,30.323889,-81.6375,https://static.wikia.nocookie.net/logopedia/images/b/b4/Jacksonville_Jaguars_logo_%281995-2013%29.svg/revision/latest/scale-to-width-down/200?cb=20130923230836
2002,AFC,AFC West,Oakland Raiders,Oakland–Alameda County Coliseum,37.751667,-121.200556,https://sportslogohistory.com/wp-content/uploads/2016/SLH/nfl_primary/oakland_raiders.png
2002,AFC,AFC West,Kansas City Chiefs,Arrowhead Stadium,39.048889,-94.483889,https://sportslogohistory.com/wp-content/uploads/2018/04/kansas_city_chiefs_1972-pres.png
2002,AFC,AFC West,San Diego Chargers,San Diego Stadium,32.783056,-117.119444,https://sportslogohistory.com/wp-content/uploads/2017/12/san_diego_chargers_2002-2006.png
2002,AFC,AFC West,Denver Broncos,Broncos Stadium at Mile High,39.743889,-105.02,https://sportslogohistory.com/wp-content/uploads/2017/12/denver_broncos_1997-pres.png
2002,NFC,NFC East,Dallas Cowboys,Texas Stadium,32.84,-96.911,https://sportslogohistory.com/wp-content/uploads/2017/12/dallas_cowboys_1964-pres.png
2002,NFC,NFC East,New York Giants,Giants Stadium,39.812222,-73.076944,https://sportslogohistory.com/wp-content/uploads/2017/12/new_york_giants_2000-pres.png
2002,NFC,NFC East,Washington Redskins,FedExField,37.907778,-76.864444,https://sportslogohistory.com/wp-content/uploads/2017/12/washington_redskins_1983-pres.png
2002,NFC,NFC East,Philadelphia Eagles,Veterans Stadium,39.906667,-75.171111,https://sportslogohistory.com/wp-content/uploads/2017/12/philadelphia_eagles_1996-pres.png
2002,NFC,NFC North,Minnesota Vikings,Hubert H. Humphrey Metrodome,44.973889,-93.258056,https://sportslogohistory.com/wp-content/uploads/2020/09/minnesota_vikings_2002-2009.png
2002,NFC,NFC North,Detroit Lions,Tiger Stadium,42.331944,-83.068889,https://sportslogohistory.com/wp-content/uploads/2017/12/detroit_lions_1970-2002.png
2002,NFC,NFC North,Green Bay Packers,Lambeau Field,44.501389,-88.062222,https://sportslogohistory.com/wp-content/uploads/2017/12/green_bay_packers_1980-pres.png
2002,NFC,NFC North,Chicago Bears,Memorial Stadium (Champaign),40.099167,-88.235833,https://sportslogohistory.com/wp-content/uploads/2017/12/chicago_bears_1974-pres.png
2002,NFC,NFC South,Tampa Bay Buccaneers,Raymond James Stadium,27.975833,-82.503333,https://sportslogohistory.com/wp-content/uploads/2017/12/tampa_bay_buccaneers_1997-2013.png
2002,NFC,NFC South,Atlanta Falcons,Georgia Dome,33.758,-84.401,https://sportslogohistory.com/wp-content/uploads/2017/12/atlanta_falcons_1990-2002.png
2002,NFC,NFC South,New Orleans Saints,Mercedes-Benz Superdome,29.950833,-90.081111,https://sportslogohistory.com/wp-content/uploads/2018/04/new_orleans_saints_2002-2011.png
2002,NFC,NFC South,Carolina Panthers,Bank of America Stadium,35.225833,-80.852778,https://sportslogohistory.com/wp-content/uploads/2017/12/carolina_panthers_1995-2011.png
2002,NFC,NFC West,Seattle Seahawks,Seahawks Stadium,47.5952,-122.3316,https://sportslogohistory.com/wp-content/uploads/2017/12/seattle_seahawks_2002-2011.png
2002,NFC,NFC West,Arizona Cardinals,Sun Devil Stadium,33.426389,-111.9325,https://sportslogohistory.com/wp-content/uploads/2017/12/arizona_cardinals_1994-2004.png
